frame,track_id,x,y,w,h,cx,cy
105,4,454,174,21,14,465,181
105,5,170,174,22,16,181,182
105,6,528,170,22,16,539,178
105,7,107,118,22,13,118,124
105,8,244,102,16,16,252,110
105,11,383,248,14,14,390,255
106,1,244,246,18,17,253,254
106,2,96,176,24,16,108,184
106,3,48,176,22,14,59,183
106,4,454,174,21,14,465,181
106,5,170,174,22,16,181,182
106,6,528,170,22,16,539,178
106,7,107,118,22,13,118,124
106,8,244,102,16,16,252,110
106,11,383,248,14,14,390,255
107,1,244,246,18,17,253,254
107,2,96,176,24,16,108,184
107,3,48,176,22,14,59,183
107,4,454,174,21,14,465,181
107,5,170,174,22,16,181,182
107,6,528,170,22,16,539,178
107,7,107,118,22,13,118,124
107,8,244,102,16,16,252,110
107,11,383,248,14,14,390,255
108,1,244,246,18,17,253,254
108,2,96,176,24,16,108,184
108,3,48,176,22,14,59,183
108,4,454,174,21,14,465,181
108,5,170,174,22,16,181,182
108,6,528,170,22,16,539,178
108,7,107,118,22,13,118,124
108,8,244,102,16,16,252,110
108,11,383,248,14,14,390,255
109,1,244,246,18,17,253,254
109,2,96,176,24,16,108,184
109,3,48,176,22,14,59,183
109,4,454,174,21,14,465,181
109,5,170,174,22,16,181,182
109,6,528,170,22,16,539,178
109,7,107,118,22,13,118,124
109,8,244,102,16,16,252,110
109,11,383,248,14,14,390,255
110,1,244,246,18,17,253,254
110,2,96,176,24,16,108,184
110,3,48,176,22,14,59,183
110,4,454,174,21,14,465,181
110,5,170,174,22,16,181,182
110,6,528,170,22,16,539,178
110,7,107,118,22,13,118,124
110,8,244,102,16,16,252,110
110,11,383,248,14,14,390,255
111,1,244,246,18,17,253,254
111,2,96,176,24,16,108,184
111,3,48,176,22,14,59,183
111,4,454,174,21,14,465,181
111,5,170,174,22,16,181,182
111,6,528,170,22,16,539,178
111,7,107,118,22,13,118,124
111,8,244,102,16,16,252,110
111,11,383,248,14,14,390,255
112,1,244,246,18,17,253,254
112,2,96,176,24,16,108,184
112,3,48,176,22,14,59,183
112,4,454,174,21,14,465,181
112,5,170,174,22,16,181,182
112,6,528,170,22,16,539,178
112,7,107,118,22,13,118,124
112,8,244,102,16,16,252,110
113,1,244,246,18,17,253,254
113,2,96,176,24,16,108,184
113,3,48,176,22,14,59,183
113,4,454,174,21,14,465,181
113,5,170,174,22,16,181,182
113,6,528,170,22,16,539,178
113,7,107,118,22,13,118,124
113,8,244,102,16,16,252,110
114,1,244,246,18,17,253,254
114,2,96,176,24,16,108,184
114,3,48,176,22,14,59,183
114,4,454,174,21,14,465,181
114,5,170,174,22,16,181,182
114,6,528,170,22,16,539,178
114,7,107,118,22,13,118,124
114,8,244,102,16,16,252,110
115,1,244,246,18,17,253,254
115,2,96,176,24,16,108,184
115,3,48,176,22,14,59,183
115,4,454,174,21,14,465,181
115,5,170,174,22,16,181,182
115,6,528,170,22,16,539,178
115,7,107,118,22,13,118,124
115,8,244,102,16,16,252,110
116,1,244,246,18,17,253,254
116,2,96,176,24,16,108,184
116,3,48,176,22,14,59,183
116,4,454,174,21,14,465,181
116,5,170,174,22,16,181,182
116,6,528,170,22,16,539,178
116,7,107,118,22,13,118,124
116,8,244,102,16,16,252,110
117,1,244,246,18,17,253,254
117,2,96,176,24,16,108,184
117,3,48,176,22,14,59,183
117,4,454,174,21,14,465,181
117,5,170,174,22,16,181,182
117,6,528,170,22,16,539,178
117,7,107,118,22,13,118,124
117,8,244,102,16,16,252,110
118,1,244,246,18,17,253,254
118,2,96,176,24,16,108,184
118,3,48,176,22,14,59,183
118,4,454,174,21,14,465,181
118,5,170,174,22,16,181,182
118,6,528,170,22,16,539,178
118,7,107,118,22,13,118,124
118,8,244,102,16,16,252,110
119,1,244,246,18,17,253,254
119,2,96,176,24,16,108,184
119,3,48,176,22,14,59,183
119,4,454,174,21,14,465,181
119,5,170,174,22,16,181,182
119,6,528,170,22,16,539,178
119,7,107,118,22,13,118,124
119,8,244,102,16,16,252,110
120,1,244,246,18,17,253,254
120,2,96,176,24,16,108,184
120,3,48,176,22,14,59,183
120,4,454,174,21,14,465,181
120,5,170,174,22,16,181,182
120,6,528,170,22,16,539,178
120,7,107,118,22,13,118,124
120,8,244,102,16,16,252,110
121,1,244,246,18,17,253,254
121,2,96,176,24,16,108,184
121,3,48,176,22,14,59,183
121,4,454,174,21,14,465,181
121,5,170,174,22,16,181,182
121,6,528,170,22,16,539,178
121,7,107,118,22,13,118,124
121,8,244,102,16,16,252,110
122,1,244,246,18,17,253,254
122,2,96,176,24,16,108,184
122,3,48,176,22,14,59,183
122,4,454,174,21,14,465,181
122,5,170,174,22,16,181,182
122,6,528,170,22,16,539,178
122,7,107,118,22,13,118,124
122,8,244,102,16,16,252,110
123,1,244,246,18,17,253,254
123,2,96,176,24,16,108,184
123,3,48,176,22,14,59,183
123,4,454,174,21,14,465,181
123,5,170,174,22,16,181,182
123,6,528,170,22,16,539,178
123,7,107,118,22,13,118,124
123,8,244,102,16,16,252,110
124,1,244,246,18,17,253,254
124,2,96,176,24,16,108,184
124,3,48,176,22,14,59,183
124,4,454,174,21,14,465,181
124,5,170,174,22,16,181,182
124,6,528,170,22,16,539,178
124,7,107,118,22,13,118,124
124,8,244,102,16,16,252,110
125,1,244,246,18,17,253,254
125,2,96,176,24,16,108,184
125,3,48,176,22,14,59,183
125,4,454,174,21,14,465,181
125,5,170,174,22,16,181,182
125,6,528,170,22,16,539,178
125,7,107,118,22,13,118,124
125,8,244,102,16,16,252,110
126,1,244,246,18,17,253,254
126,2,96,176,24,16,108,184
126,3,48,176,22,14,59,183
126,4,454,174,21,14,465,181
126,5,170,174,22,16,181,182
126,6,528,170,22,16,539,178
126,7,107,118,22,13,118,124
126,8,244,102,16,16,252,110
127,1,244,246,18,17,253,254
127,2,96,176,24,16,108,184
127,3,48,176,22,14,59,183
127,4,454,174,21,14,465,181
127,5,170,174,22,16,181,182
127,6,528,170,22,16,539,178
127,7,106,126,21,15,117,133
127,8,244,102,16,16,252,110
128,1,244,246,18,17,253,254
128,2,96,176,24,16,108,184
128,3,48,176,22,14,59,183
128,4,454,174,21,14,465,181
128,5,170,174,22,16,181,182
128,6,528,170,22,16,539,178
128,7,106,138,21,16,116,146
128,8,244,102,16,16,252,110
129,1,244,246,18,17,253,254
129,2,96,176,24,16,108,184
129,3,48,176,22,14,59,183
129,4,454,174,21,14,465,181
129,5,170,174,22,16,181,182
129,6,528,170,22,16,539,178
129,7,102,149,25,21,114,160
129,8,244,102,16,16,252,110
130,1,244,246,18,17,253,254
130,2,93,181,24,18,105,190
130,3,48,176,22,14,59,183
130,4,454,174,21,14,465,181
130,5,170,174,22,16,181,182
130,6,528,170,22,16,539,178
130,7,104,161,22,16,115,169
130,8,244,102,16,16,252,110
131,1,244,246,18,17,253,254
131,2,90,190,24,18,102,199
131,3,48,176,22,14,59,183
131,4,454,174,21,14,465,181
131,5,170,174,22,16,181,182
131,6,528,170,22,16,539,178
131,7,108,167,21,13,118,173
131,8,244,102,16,16,252,110
132,1,244,246,18,17,253,254
132,2,86,200,24,18,98,209
132,3,48,176,22,14,59,183
132,4,454,174,21,14,465,181
132,5,170,174,22,16,181,182
132,6,528,170,22,16,539,178
132,7,111,170,20,13,121,176
132,8,244,102,16,16,252,110
133,1,244,246,18,17,253,254
133,2,82,210,23,18,94,219
133,3,48,176,22,14,59,183
133,4,454,174,21,14,465,181
133,5,170,174,22,16,181,182
133,6,528,170,22,16,539,178
133,7,114,172,19,13,124,179
133,8,244,102,16,16,252,110
134,1,244,246,18,17,253,254
134,2,78,219,23,18,90,228
134,3,48,176,22,14,59,183
134,4,454,174,21,14,465,181
134,5,170,174,22,16,181,182
134,6,528,170,22,16,539,178
134,7,117,176,20,12,127,182
134,8,244,102,16,16,252,110
135,1,244,246,18,17,253,254
135,2,75,227,23,18,86,236
135,3,48,176,22,14,59,183
135,4,454,174,21,14,465,181
135,5,170,174,22,16,181,182
135,6,528,170,22,16,539,178
135,7,119,178,20,13,129,185
135,8,244,102,16,16,252,110
136,1,244,246,18,17,253,254
136,2,72,236,22,18,84,245
136,3,48,176,22,14,59,183
136,4,454,174,21,14,465,181
136,5,170,174,22,16,181,182
136,6,528,170,22,16,539,178
136,7,122,180,19,13,131,187
136,8,244,102,16,16,252,110
137,1,244,246,18,17,253,254
137,2,69,244,23,17,80,252
137,3,48,176,22,14,59,183
137,4,454,174,21,14,465,181
137,5,170,174,22,16,181,182
137,6,528,170,22,16,539,178
137,7,125,183,19,13,134,189
137,8,244,102,16,16,252,110
138,1,244,246,18,17,253,254
138,2,65,251,24,17,77,260
138,3,48,176,22,14,59,183
138,4,454,174,21,14,465,181
138,5,170,174,22,16,181,182
138,6,528,170,22,16,539,178
138,7,127,186,20,12,137,192
138,8,244,102,16,16,252,110
139,1,244,246,18,17,253,254
139,2,62,259,23,18,74,267
139,3,48,176,22,14,59,183
139,4,454,174,21,14,465,181
139,5,170,174,22,16,181,182
139,6,528,170,22,16,539,178
139,7,130,189,20,12,139,195
139,8,244,102,16,16,252,110
139,12,96,174,27,21,109,184
140,1,244,246,18,17,253,254
140,2,59,266,24,18,71,275
140,3,48,176,22,14,59,183
140,4,454,174,21,14,465,181
140,5,170,174,22,16,181,182
140,6,528,170,22,16,539,178
140,7,133,191,19,13,142,197
140,8,244,102,16,16,252,110
140,12,96,174,27,22,109,185
141,1,244,246,18,17,253,254
141,2,56,275,23,18,67,284
141,3,48,176,22,14,59,183
141,4,454,174,21,14,465,181
141,5,170,174,22,16,181,182
141,6,528,170,22,16,539,178
141,7,135,194,19,12,145,200
141,8,244,102,16,16,252,110
141,12,96,174,27,22,109,185
142,1,244,246,18,17,253,254
142,2,53,281,24,18,64,290
142,3,48,176,22,14,59,183
142,4,454,174,21,14,465,181
142,5,170,174,22,16,181,182
142,6,528,170,22,16,539,178
142,7,137,196,20,12,147,202
142,8,244,102,16,16,252,110
142,12,96,174,27,22,109,185
142,13,383,248,14,14,390,255
143,1,244,246,18,17,253,254
143,2,50,289,24,18,62,298
143,3,48,176,22,14,59,183
143,4,454,174,21,14,465,181
143,5,170,174,22,16,181,182
143,6,528,170,22,16,539,178
143,7,137,197,24,16,149,205
143,8,244,102,16,16,252,110
143,12,96,174,27,22,109,185
143,13,383,248,14,14,390,255
144,1,244,246,18,17,253,254
144,2,43,294,29,23,57,306
144,3,48,176,22,14,59,183
144,4,454,174,21,14,465,181
144,5,170,174,22,16,181,182
144,6,528,170,22,16,539,178
144,7,141,201,21,14,151,208
144,8,244,102,16,16,252,110
144,12,96,174,27,22,109,185
144,13,383,248,14,14,390,255
145,1,244,246,18,17,253,254
145,2,40,302,29,22,54,313
145,3,48,176,22,14,59,183
145,4,454,174,21,14,465,181
145,5,170,174,22,16,181,182
145,6,528,170,22,16,539,178
145,7,144,204,21,13,154,210
145,8,244,102,16,16,252,110
145,12,96,174,27,22,109,185
145,13,383,248,14,14,390,255
146,1,244,246,18,17,253,254
146,2,39,305,27,26,53,318
146,3,48,176,22,14,59,183
146,4,454,174,21,14,465,181
146,5,170,174,22,16,181,182
146,6,528,170,22,16,539,178
146,7,147,206,20,12,157,212
146,8,244,102,16,16,252,110
146,12,96,174,27,22,109,185
146,13,383,248,14,14,390,255
147,1,244,246,18,17,253,254
147,2,33,311,28,26,47,324
147,3,48,176,22,14,59,183
147,4,454,174,21,14,465,181
147,5,170,174,22,16,181,182
147,6,528,170,22,16,539,178
147,7,150,209,20,11,160,214
147,8,244,102,16,16,252,110
147,12,96,174,27,22,109,185
147,13,383,248,14,14,390,255
148,1,244,246,18,17,253,254
148,2,29,314,28,24,43,326
148,3,48,176,22,14,59,183
148,4,454,174,21,14,465,181
148,5,170,174,22,16,181,182
148,6,528,170,22,16,539,178
148,7,149,209,24,17,161,218
148,8,244,102,16,16,252,110
148,12,96,174,27,22,109,185
148,13,383,248,14,14,390,255
149,1,244,246,18,17,253,254
149,2,25,316,27,22,38,327
149,3,48,176,22,14,59,183
149,4,454,174,21,14,465,181
149,5,170,174,22,16,181,182
149,6,528,170,22,16,539,178
149,7,153,213,21,14,164,220
149,8,244,102,16,16,252,110
149,12,96,174,27,22,109,185
149,13,383,248,14,14,390,255
150,1,244,246,18,17,253,254
150,2,23,314,26,24,36,326
150,3,48,176,22,14,59,183
150,4,454,174,21,14,465,181
150,5,170,174,22,16,181,182
150,6,528,170,22,16,539,178
150,7,156,216,20,13,166,222
150,8,244,102,16,16,252,110
150,12,96,174,27,22,109,185
150,13,383,248,14,14,390,255
151,1,244,246,18,17,253,254
151,2,23,316,26,23,36,327
151,3,48,176,22,14,59,183
151,4,454,174,21,14,465,181
151,5,170,174,22,16,181,182
151,6,528,170,22,16,539,178
151,7,159,218,19,12,169,224
151,8,244,102,16,16,252,110
151,12,96,174,27,22,109,185
151,13,383,248,14,14,390,255
152,1,244,246,18,17,253,254
152,2,23,315,26,25,36,327
152,3,48,176,22,14,59,183
152,4,454,174,21,14,465,181
152,5,170,174,22,16,181,182
152,6,528,170,22,16,539,178
152,7,159,219,23,16,170,227
152,8,244,102,16,16,252,110
152,12,96,174,27,22,109,185
152,13,383,248,14,14,390,255
153,1,244,246,18,17,253,254
153,2,28,316,20,22,38,327
153,3,48,176,22,14,59,183
153,4,454,174,21,14,465,181
153,5,170,174,22,16,181,182
153,6,528,170,22,16,539,178
153,7,162,223,21,12,173,229
153,8,244,102,16,16,252,110
153,12,96,174,27,22,109,185
153,13,383,248,14,14,390,255
154,1,244,246,18,17,253,254
154,2,26,320,20,22,36,331
154,3,48,176,22,14,59,183
154,4,454,174,21,14,465,181
154,5,170,174,22,16,181,182
154,6,528,170,22,16,539,178
154,7,165,226,20,12,175,231
154,8,244,102,16,16,252,110
154,12,96,174,27,22,109,185
154,13,383,248,14,14,390,255
154,14,64,120,16,16,72,128
155,1,244,246,18,17,253,254
155,2,24,323,20,22,34,334
155,3,48,176,22,14,59,183
155,4,454,174,21,14,465,181
155,5,170,174,22,16,181,182
155,6,528,170,22,16,539,178
155,7,167,228,19,12,177,234
155,8,244,102,16,16,252,110
155,12,96,174,27,22,109,185
155,13,383,248,14,14,390,255
155,14,64,120,16,12,72,126
156,1,244,246,18,17,253,254
156,2,22,327,20,22,32,338
156,3,48,176,22,14,59,183
156,4,454,174,21,14,465,181
156,5,170,174,22,16,181,182
156,6,528,170,22,16,539,178
156,7,170,230,19,12,179,236
156,8,244,102,16,16,252,110
156,12,96,174,27,22,109,185
156,13,383,248,14,14,390,255
156,14,64,119,16,12,72,125
157,1,244,246,18,17,253,254
157,2,20,331,20,22,30,342
157,3,48,176,22,14,59,183
157,4,454,174,21,14,465,181
157,5,170,174,22,16,181,182
157,6,528,170,22,16,539,178
157,7,171,232,20,12,181,238
157,8,244,102,16,16,252,110
157,12,96,174,27,22,109,185
157,13,383,248,14,14,390,255
157,14,64,120,16,12,72,126
158,1,244,246,18,17,253,254
158,2,18,334,20,22,28,345
158,3,48,176,22,14,59,183
158,4,454,174,21,14,465,181
158,5,170,174,22,16,181,182
158,6,528,170,22,16,539,178
158,7,174,234,20,12,184,240
158,8,244,102,16,16,252,110
158,12,96,174,27,22,109,185
158,13,383,248,14,14,390,255
158,14,64,120,16,12,72,126
159,1,244,246,18,17,253,254
159,2,16,338,19,22,26,349
159,3,48,176,22,14,59,183
159,4,454,174,21,14,465,181
159,5,170,174,22,16,181,182
159,6,528,170,22,16,539,178
159,7,176,236,20,12,186,242
159,8,244,102,16,16,252,110
159,12,96,174,27,22,109,185
159,13,383,248,14,14,390,255
159,14,64,120,16,12,72,126
160,1,244,246,18,17,253,254
160,2,14,341,19,22,24,352
160,3,48,176,22,14,59,183
160,4,454,173,21,15,465,180
160,5,170,174,21,16,180,182
160,6,528,170,22,16,539,178
160,7,178,238,19,13,187,245
160,8,244,102,16,16,252,110
160,12,96,174,27,24,109,186
160,13,383,248,14,14,390,255
160,14,68,119,12,10,74,124
161,1,244,246,18,17,253,254
161,2,12,345,19,22,22,356
161,3,48,176,22,14,59,183
161,4,454,173,21,15,465,180
161,5,170,174,21,16,180,182
161,6,528,170,22,16,539,178
161,7,180,242,18,12,189,248
161,8,244,102,16,16,252,110
161,12,96,174,27,25,109,186
161,13,383,248,14,14,390,255
161,14,68,119,12,9,74,124
162,1,244,246,18,17,253,254
162,2,10,349,19,22,20,360
162,3,48,176,22,14,59,183
162,4,454,173,21,15,465,180
162,5,169,174,21,16,180,182
162,6,528,170,22,16,539,178
162,7,182,244,18,12,191,250
162,8,244,102,16,16,252,110
162,12,96,174,27,25,109,186
162,13,383,248,14,14,390,255
162,14,68,119,12,9,74,124
163,1,244,246,18,17,253,254
163,2,8,352,19,22,18,363
163,3,48,176,22,14,59,183
163,4,454,172,21,15,465,180
163,5,169,174,21,16,180,182
163,6,528,170,22,16,539,178
163,7,184,246,15,12,192,252
163,8,244,102,16,16,252,110
163,12,96,174,27,25,109,186
163,13,383,248,14,14,390,255
163,14,68,119,12,9,74,124
164,1,244,246,18,17,253,254
164,3,48,176,22,14,59,183
164,4,454,172,21,15,465,180
164,5,169,174,21,16,180,182
164,6,528,170,22,16,539,178
164,7,186,248,16,12,194,254
164,8,244,102,16,16,252,110
164,12,96,174,27,25,109,186
164,13,383,248,14,14,390,255
164,14,68,119,12,9,74,124
165,1,244,246,18,17,253,254
165,3,48,176,22,14,59,183
165,4,454,172,21,15,465,180
165,5,169,174,21,16,180,182
165,6,528,170,22,16,539,178
165,7,188,250,17,12,196,256
165,8,244,102,16,16,252,110
165,12,96,174,27,25,109,186
165,13,383,248,14,14,390,255
165,14,69,119,11,9,74,124
166,1,244,246,18,17,253,254
166,3,48,176,22,14,59,183
166,4,454,172,21,15,465,180
166,5,169,174,21,16,180,182
166,6,528,170,22,16,539,178
166,7,190,252,17,13,198,258
166,8,244,102,16,16,252,110
166,12,96,174,27,25,109,186
166,13,383,248,14,14,390,255
166,14,69,119,11,9,75,123
167,1,244,246,18,17,253,254
167,3,48,176,22,14,59,183
167,4,454,172,21,15,465,180
167,5,169,174,21,16,180,182
167,6,528,170,22,16,539,178
167,7,192,254,18,13,201,260
167,8,244,102,16,16,252,110
167,12,96,174,27,25,109,186
167,13,383,248,14,14,390,255
167,14,68,119,12,9,74,124
167,15,160,128,15,8,167,132
168,1,244,246,18,17,253,254
168,3,48,176,22,14,59,183
168,4,454,172,21,15,465,180
168,5,169,174,21,16,180,182
168,6,528,170,22,16,539,178
168,7,194,256,17,13,202,262
168,8,244,102,16,16,252,110
168,12,96,174,27,25,109,186
168,13,383,248,14,14,390,255
168,14,69,119,11,9,74,124
168,15,160,128,15,8,167,132
169,1,244,246,18,17,253,254
169,3,48,176,22,14,59,183
169,4,454,172,21,15,465,180
169,5,169,174,21,16,180,182
169,6,528,170,22,16,539,178
169,7,196,258,17,13,204,264
169,8,244,102,16,16,252,110
169,12,96,174,27,25,109,187
169,13,383,248,14,14,390,255
169,14,69,119,11,9,74,124
169,15,160,128,15,8,167,132
170,1,244,246,18,17,253,254
170,3,48,176,22,14,59,183
170,4,454,172,21,15,465,180
170,5,169,174,21,16,180,182
170,6,528,170,22,16,539,178
170,7,198,260,15,13,205,267
170,8,244,102,16,16,252,110
170,12,96,174,27,25,109,187
170,14,69,119,11,9,75,123
170,15,150,119,30,22,165,130
171,1,244,246,18,17,253,254
171,3,48,176,22,14,59,183
171,4,454,172,21,15,465,180
171,5,169,174,21,16,180,182
171,6,528,170,22,16,539,178
171,7,200,263,14,13,207,269
171,8,244,102,16,16,252,110
171,12,96,174,27,25,109,187
171,14,70,119,10,9,75,123
171,15,146,118,37,22,164,129
172,1,244,246,18,17,253,254
172,3,48,176,22,14,59,183
172,4,454,172,21,15,465,180
172,5,169,174,21,16,180,182
172,6,528,170,22,16,539,178
172,7,202,265,15,13,210,271
172,8,244,102,16,16,252,110
172,12,96,174,27,25,109,187
172,14,70,118,10,9,75,123
172,15,142,117,44,22,163,128
173,1,244,246,18,17,253,254
173,3,48,176,22,14,59,183
173,4,454,172,21,15,465,180
173,5,169,174,21,16,180,182
173,6,528,170,22,16,539,178
173,7,204,266,14,14,211,273
173,8,244,102,16,16,252,110
173,14,70,118,10,9,75,123
173,15,138,117,50,22,163,128
174,1,244,246,18,17,253,254
174,3,48,176,22,14,59,183
174,4,454,172,21,15,465,180
174,5,169,174,21,16,180,182
174,6,528,170,22,16,539,178
174,7,206,269,15,13,214,275
174,8,244,102,16,16,252,110
174,14,71,118,9,9,75,123
174,15,133,116,57,22,162,127
175,1,244,246,18,17,253,254
175,3,48,176,22,14,59,183
175,4,454,172,21,15,465,180
175,5,169,174,21,16,180,182
175,6,528,170,22,16,539,178
175,7,208,271,16,13,216,277
175,8,244,102,16,16,252,110
175,14,71,118,9,9,75,122
175,15,129,115,63,22,161,126
176,1,244,246,18,17,253,254
176,3,48,176,22,14,59,183
176,4,454,172,21,15,465,180
176,5,169,174,21,16,180,182
176,6,528,170,22,16,539,178
176,7,210,273,16,13,218,279
176,8,244,102,16,16,252,110
176,14,71,118,9,9,75,122
176,15,125,114,70,22,160,125
177,1,244,246,18,17,253,254
177,3,48,176,22,14,59,183
177,4,454,172,21,15,465,180
177,5,169,174,21,16,180,182
177,6,528,170,22,16,539,178
177,7,212,274,17,14,220,281
177,8,244,102,16,16,252,110
177,14,72,118,8,9,76,122
177,15,121,113,77,22,159,124
178,1,244,246,18,17,253,254
178,3,48,176,23,14,59,183
178,4,454,172,21,15,465,180
178,5,169,174,21,16,180,182
178,6,528,170,22,16,539,178
178,7,214,276,17,14,222,283
178,8,244,102,16,16,252,110
178,15,117,112,83,22,158,123
179,1,244,246,18,17,253,254
179,3,48,176,22,14,58,183
179,4,454,172,21,15,465,180
179,5,169,174,21,16,180,182
179,6,528,170,22,16,539,178
179,7,215,278,16,14,223,285
179,8,244,102,16,16,252,110
179,15,113,112,90,22,158,123
180,1,244,246,18,17,253,254
180,3,47,176,21,14,58,183
180,4,454,172,21,15,465,180
180,5,169,174,21,16,180,182
180,6,528,170,22,16,539,178
180,7,216,280,17,13,225,286
180,8,244,102,16,16,252,110
180,15,109,111,96,22,157,122
181,1,244,246,18,17,253,254
181,3,47,176,22,14,59,183
181,4,454,172,21,15,465,180
181,5,169,174,21,16,180,182
181,6,528,170,22,16,539,178
181,7,218,282,18,13,227,288
181,8,244,102,16,16,252,110
182,1,244,246,18,17,253,254
182,3,47,176,23,14,59,183
182,4,454,172,21,15,465,180
182,5,170,174,22,16,181,182
182,6,528,170,22,16,539,178
182,7,220,284,17,13,228,290
182,8,244,102,16,16,252,110
183,1,244,246,18,17,253,254
183,3,47,176,23,14,59,183
183,4,454,172,21,15,465,180
183,5,170,174,22,16,181,182
183,6,528,170,22,16,539,178
183,7,222,286,16,14,230,293
183,8,244,102,16,16,252,110
184,1,244,246,18,17,253,254
184,3,47,176,23,14,59,183
184,4,454,172,21,15,465,180
184,5,170,174,21,16,180,182
184,6,528,170,22,16,539,178
184,7,222,288,18,14,231,295
184,8,244,102,16,16,252,110
185,1,244,246,18,17,253,254
185,3,48,176,22,14,59,183
185,4,454,172,21,15,465,180
185,5,170,174,22,16,181,182
185,6,528,170,22,16,539,178
185,7,225,290,17,13,234,296
185,8,244,102,16,16,252,110
186,1,244,246,18,17,253,254
186,3,48,176,23,14,60,183
